 

stn    time           tre200s0  tpo200s0
THU    202405070040        9.8      14.1
THU    202405070050        9.7      14.0
THU    202405070100        9.9      14.2
THU    202405070110        9.8      14.1
THU    202405070120        9.6      13.9
THU    202405070130        9.6      13.9
THU    202405070140        9.6      13.9
THU    202405070150        9.4      13.7
THU    202405070200        9.4      13.7
THU    202405070210        9.2      13.5
THU    202405070220        8.9      13.2
THU    202405070230        8.8      13.1
THU    202405070240        8.8      13.1
THU    202405070250        8.8      13.1
THU    202405070300        8.7      13.0
THU    202405070310        8.2      12.5
THU    202405070320        8.1      12.4
THU    202405070330        8.2      12.5
THU    202405070340        8.3      12.6
THU    202405070350        8.2      12.5
THU    202405070400        8.1      12.4
THU    202405070410        8.0      12.3
THU    202405070420        7.9      12.1
THU    202405070430        7.9      12.1
THU    202405070440        7.9      12.1
THU    202405070450        7.8      12.0
THU    202405070500        7.8      12.0
THU    202405070510        7.7      11.9
THU    202405070520        7.6      11.8
THU    202405070530        7.6      11.8
THU    202405070540        7.7      11.9
THU    202405070550        7.7      11.9
THU    202405070600        7.8      12.0
THU    202405070610        7.8      12.0
THU    202405070620        7.8      12.0
THU    202405070630        7.8      12.0
THU    202405070640        7.8      12.0
THU    202405070650        8.0      12.2
THU    202405070700        8.1      12.3
THU    202405070710        8.4      12.6
THU    202405070720        8.6      12.8
THU    202405070730        8.6      12.8
THU    202405070740        8.4      12.6
THU    202405070750        8.3      12.5
THU    202405070800        8.3      12.5
THU    202405070810        8.4      12.6
THU    202405070820        8.6      12.8
THU    202405070830        8.6      12.8
THU    202405070840        8.8      13.0
THU    202405070850        8.7      12.9
THU    202405070900        8.6      12.8
THU    202405070910        8.5      12.7
THU    202405070920        8.6      12.8
THU    202405070930        8.7      12.9
THU    202405070940        8.8      13.0
THU    202405070950        8.9      13.1
THU    202405071000        9.0      13.2
THU    202405071010        9.0      13.2
THU    202405071020        8.9      13.1
THU    202405071030        8.8      13.0
THU    202405071040        8.8      12.9
THU    202405071050        8.8      12.9
THU    202405071100        8.9      13.0
THU    202405071110        8.9      13.0
THU    202405071120        8.8      12.9
THU    202405071130        8.9      13.0
THU    202405071140        8.8      12.9
THU    202405071150        8.7      12.8
THU    202405071200        8.6      12.7
THU    202405071210        8.7      12.8
THU    202405071220        8.7      12.8
THU    202405071230        8.7      12.8
THU    202405071240        8.6      12.7
THU    202405071250        8.8      12.9
THU    202405071300        8.9      13.0
THU    202405071310        9.0      13.1
THU    202405071320        9.3      13.4
THU    202405071330        9.5      13.6
THU    202405071340        9.3      13.4
THU    202405071350        9.1      13.2
THU    202405071400        9.2      13.3
THU    202405071410        9.4      13.5
THU    202405071420        9.6      13.7
THU    202405071430        9.6      13.7
THU    202405071440        9.7      13.8
THU    202405071450        9.6      13.7
THU    202405071500        9.6      13.7
THU    202405071510        9.6      13.7
THU    202405071520        9.4      13.5
THU    202405071530        9.5      13.6
THU    202405071540        9.3      13.4
THU    202405071550        9.2      13.3
THU    202405071600        9.1      13.2
THU    202405071610        9.0      13.1
THU    202405071620        8.9      13.0
THU    202405071630        8.8      12.9
THU    202405071640        8.7      12.8
THU    202405071650        8.8      12.9
THU    202405071700        8.8      12.8
THU    202405071710        8.8      12.8
THU    202405071720        8.8      12.8
THU    202405071730        8.8      12.8
THU    202405071740        8.7      12.7
THU    202405071750        8.8      12.8
THU    202405071800        8.8      12.8
THU    202405071810        8.7      12.7
THU    202405071820        8.6      12.6
THU    202405071830        8.5      12.5
THU    202405071840        8.5      12.5
THU    202405071850        8.4      12.4
THU    202405071900        8.3      12.3
THU    202405071910        8.3      12.3
THU    202405071920        8.4      12.4
THU    202405071930        8.3      12.3
THU    202405071940        8.3      12.3
THU    202405071950        8.3      12.3
THU    202405072000        8.3      12.2
THU    202405072010        8.3      12.2
THU    202405072020        8.3      12.2
THU    202405072030        8.3      12.2
THU    202405072040        8.4      12.3
THU    202405072050        8.5      12.4
THU    202405072100        8.5      12.4
THU    202405072110        8.4      12.3
THU    202405072120        8.5      12.4
THU    202405072130        8.5      12.4
THU    202405072140        8.5      12.4
THU    202405072150        8.5      12.4
THU    202405072200        8.5      12.4
THU    202405072210        8.5      12.4
THU    202405072220        8.4      12.3
THU    202405072230        8.3      12.2
THU    202405072240        8.1      12.0
THU    202405072250        8.1      12.0
THU    202405072300        8.2      12.1
THU    202405072310        8.1      12.0
THU    202405072320        8.1      12.0
THU    202405072330        8.0      11.9
THU    202405072340        8.0      11.9
THU    202405072350        8.0      11.9
THU    202405080000        7.9      11.8
THU    202405080010        7.9      11.8
THU    202405080020        7.8      11.6
THU    202405080030        7.8      11.6
THU    202405080040        7.8      11.6
THU    202405080050        7.8      11.6
THU    202405080100        7.8      11.6
THU    202405080110        7.8      11.6
THU    202405080120        7.8      11.6
THU    202405080130        7.8      11.6
THU    202405080140        7.8      11.6
THU    202405080150        7.8      11.6
THU    202405080200        7.8      11.6
THU    202405080210        7.8      11.6
THU    202405080220        7.8      11.6
THU    202405080230        7.8      11.6
THU    202405080240        7.8      11.6
THU    202405080250        7.9      11.7
THU    202405080300        7.9      11.7
THU    202405080310        7.9      11.7
THU    202405080320        7.8      11.6
THU    202405080330        7.8      11.6
THU    202405080340        7.8      11.6
THU    202405080350        7.8      11.6
THU    202405080400        7.8      11.6
THU    202405080410        7.8      11.6
THU    202405080420        7.8      11.6
THU    202405080430        7.9      11.7
THU    202405080440        7.9      11.6
THU    202405080450        8.0      11.7
THU    202405080500        7.9      11.6
THU    202405080510        8.0      11.7
THU    202405080520        8.1      11.8
THU    202405080530        8.2      11.9
THU    202405080540        8.3      12.0
THU    202405080550        8.4      12.1
THU    202405080600        8.6      12.3
THU    202405080610        8.6      12.3
THU    202405080620        8.7      12.4
THU    202405080630        8.8      12.5
THU    202405080640        8.8      12.5
THU    202405080650        8.9      12.6
THU    202405080700        9.0      12.7
THU    202405080710        9.1      12.8
THU    202405080720        9.2      12.9
THU    202405080730        9.3      13.0
THU    202405080740        9.4      13.1
THU    202405080750        9.5      13.2
THU    202405080800        9.8      13.5
THU    202405080810       10.1      13.8
THU    202405080820       10.2      13.9
THU    202405080830       10.2      13.9
THU    202405080840       10.2      13.9
THU    202405080850       10.4      14.0
THU    202405080900       10.6      14.2
THU    202405080910       10.8      14.5
THU    202405080920       11.3      15.0
THU    202405080930       11.2      14.9
THU    202405080940       11.3      15.0
THU    202405080950       11.6      15.3
THU    202405081000       11.4      15.1
THU    202405081010       11.5      15.2
THU    202405081020       11.4      15.0
THU    202405081030       11.4      15.0
THU    202405081040       11.8      15.5
THU    202405081050       12.2      15.9
THU    202405081100       12.5      16.2
THU    202405081110       12.6      16.3
THU    202405081120       12.8      16.5
THU    202405081130       12.9      16.6
THU    202405081140       13.2      16.9
THU    202405081150       13.9      17.6
THU    202405081200       13.3      17.0
THU    202405081210       13.4      17.1
THU    202405081220       13.3      17.0
THU    202405081230       13.6      17.3
THU    202405081240       13.0      16.7
THU    202405081250       13.1      16.8
THU    202405081300       13.3      17.0
THU    202405081310       12.8      16.5
THU    202405081320       13.1      16.8
THU    202405081330       12.8      16.5
THU    202405081340       12.4      16.1
THU    202405081350       12.6      16.3
THU    202405081400       12.9      16.6
THU    202405081410       12.8      16.5
THU    202405081420       12.9      16.6
THU    202405081430       13.0      16.7
THU    202405081440       13.1      16.8
