"term","estimate","std.error","statistic","p.value","significant"
"GA_25:WD_8S",0.0657427946594267,0.40198925226219,0.163543662646352,0.870098344404707,FALSE
"GA_25:WD_8SW",0.0171107504181852,0.405928371559549,0.0421521421438143,0.96637943706451,FALSE
"GA_25:WD_8W",0.0982021061650752,0.406979879900815,0.241294744568228,0.809338578671855,FALSE
"GA_25:WD_8NW",0.166166356325521,0.401768010587928,0.413587821694319,0.679197318001814,FALSE
"BUL_250:WD_8E",1.50649972716564,2.14710827463058,0.701641246958002,0.482942180986285,FALSE
"BUL_250:WD_8SE",1.46847954217237,1.5337191728814,0.957463118501373,0.338389205661257,FALSE
"BUL_250:WD_8S",0.476173200650841,1.4260983576559,0.333899270057035,0.738472404643463,FALSE
"BUL_250:WD_8SW",0.434845521997654,1.43807528262138,0.302380221155739,0.762377351457451,FALSE
"BUL_250:WD_8W",1.05813990124165,1.44176500831984,0.7339198101879,0.463038983234015,FALSE
"BUL_250:WD_8NW",0.907412637015775,1.4246564175388,0.636934369469516,0.52420265028818,FALSE
"AC_750:WD_8E",1.29550103876706,1.05272765924996,1.23061366098243,0.218536987297459,FALSE
"AC_750:WD_8SE",0.58998412864908,0.741533035226003,0.795627572370078,0.426293941522542,FALSE
"AC_750:WD_8S",0.167050821856987,0.69573703066057,0.240106267878799,0.810259708530918,FALSE
"AC_750:WD_8SW",-0.510061664903286,0.700508464206366,-0.728130623633727,0.466574620889093,FALSE
"AC_750:WD_8W",0.259164907505716,0.701483751214797,0.369452474211849,0.711809300220078,FALSE
"AC_750:WD_8NW",0.311740372594216,0.693393311131392,0.449586645255573,0.653031948055118,FALSE
"FO_1000:WD_8E",2.41916271236845,3.63366018668086,0.665764707783039,0.505598428071169,FALSE
"FO_1000:WD_8SE",-0.817621901284652,2.25515796201025,-0.362556377450307,0.71695472403302,FALSE
"FO_1000:WD_8S",0.047152268948207,2.08479789359908,0.0226171894613755,0.981956717122568,FALSE
"FO_1000:WD_8SW",-0.60973352274855,2.10156048991493,-0.29013370096867,0.771728418730672,FALSE
"FO_1000:WD_8W",0.0898106476377264,2.10311730772462,0.0427035844875877,0.965939872093779,FALSE
"FO_1000:WD_8NW",-0.0226089209616673,2.07155259072005,-0.0109139980625878,0.991292585789632,FALSE
"TPI_500:WD_8E",126.2183710352,198.648181229494,0.635386492108795,0.525211331928331,FALSE
"TPI_500:WD_8SE",18.0340581619126,98.3108698072712,0.183439106960061,0.854462435542427,FALSE
"TPI_500:WD_8S",77.4617488455745,90.403290765199,0.856846561556734,0.391579056578862,FALSE
"TPI_500:WD_8SW",52.1658926330737,90.9386483276581,0.573638311019496,0.566243598262054,FALSE
"TPI_500:WD_8W",75.5969762220946,90.9924970845284,0.830804501956552,0.40613176950247,FALSE
"TPI_500:WD_8NW",49.6111142814219,89.7086162926975,0.553025075312196,0.580275963118392,FALSE
"VH_150:WD_8E",0.00573502654875387,0.199733620585582,0.0287133760052005,0.977094565914771,FALSE
